"MES_REFERENCIA,""NUM_CNPJ"",""QTD_CONSUMO"""
30/09/2021 00:00:00,536974000194,1999
31/10/2021 00:00:00,536974000194,2773
30/11/2021 00:00:00,536974000194,1389
31/12/2021 00:00:00,536974000194,0
31/01/2022 00:00:00,536974000194,0
28/02/2022 00:00:00,536974000194,0
30/09/2021 00:00:00,553033000169,3453
31/10/2021 00:00:00,553033000169,2103
30/11/2021 00:00:00,553033000169,3397
31/12/2021 00:00:00,553033000169,1444
31/01/2022 00:00:00,553033000169,2154
28/02/2022 00:00:00,553033000169,2060
30/09/2021 00:00:00,562370000112,1610
31/10/2021 00:00:00,562370000112,1835
30/11/2021 00:00:00,562370000112,3489
31/12/2021 00:00:00,562370000112,0
31/01/2022 00:00:00,562370000112,0
28/02/2022 00:00:00,562370000112,0
30/09/2021 00:00:00,567427000176,1430
31/10/2021 00:00:00,567427000176,3052
30/11/2021 00:00:00,567427000176,2844
31/12/2021 00:00:00,567427000176,1390
31/01/2022 00:00:00,567427000176,1606
28/02/2022 00:00:00,567427000176,1033
30/09/2021 00:00:00,573070000210,818
31/10/2021 00:00:00,573070000210,1201
30/11/2021 00:00:00,573070000210,329
31/12/2021 00:00:00,573070000210,0
31/01/2022 00:00:00,573070000210,0
28/02/2022 00:00:00,573070000210,0
30/09/2021 00:00:00,573734000160,2139
31/10/2021 00:00:00,573734000160,2863
30/11/2021 00:00:00,573734000160,1343
31/12/2021 00:00:00,573734000160,495
31/01/2022 00:00:00,573734000160,896
28/02/2022 00:00:00,573734000160,1454
30/09/2021 00:00:00,574066000195,3335
31/10/2021 00:00:00,574066000195,2543
30/11/2021 00:00:00,574066000195,1802
31/12/2021 00:00:00,574066000195,0
31/01/2022 00:00:00,574066000195,0
28/02/2022 00:00:00,574066000195,0
30/09/2021 00:00:00,609806000181,680
31/10/2021 00:00:00,609806000181,2009
30/11/2021 00:00:00,609806000181,1223
31/12/2021 00:00:00,609806000181,3337
31/01/2022 00:00:00,609806000181,3401
28/02/2022 00:00:00,609806000181,1496
30/09/2021 00:00:00,617395000176,3188
31/10/2021 00:00:00,617395000176,1396
30/11/2021 00:00:00,617395000176,1021
31/12/2021 00:00:00,617395000176,0
31/01/2022 00:00:00,617395000176,0
28/02/2022 00:00:00,617395000176,0
30/09/2021 00:00:00,621361000155,2975
31/10/2021 00:00:00,621361000155,3451
30/11/2021 00:00:00,621361000155,3066
31/12/2021 00:00:00,621361000155,3319
31/01/2022 00:00:00,621361000155,1833
28/02/2022 00:00:00,621361000155,3475
30/09/2021 00:00:00,628107005067,68
31/10/2021 00:00:00,628107005067,3398
30/11/2021 00:00:00,628107005067,3036
31/12/2021 00:00:00,628107005067,0
31/01/2022 00:00:00,628107005067,0
28/02/2022 00:00:00,628107005067,0
30/09/2021 00:00:00,643390000118,3261
31/10/2021 00:00:00,643390000118,3014
30/11/2021 00:00:00,643390000118,3386
31/12/2021 00:00:00,643390000118,2210
31/01/2022 00:00:00,643390000118,1604
28/02/2022 00:00:00,643390000118,557
30/09/2021 00:00:00,671903000102,2897
31/10/2021 00:00:00,671903000102,2569
30/11/2021 00:00:00,671903000102,2782
31/12/2021 00:00:00,671903000102,0
31/01/2022 00:00:00,671903000102,0
28/02/2022 00:00:00,671903000102,0
30/09/2021 00:00:00,703945000170,1161
31/10/2021 00:00:00,703945000170,378
30/11/2021 00:00:00,703945000170,1098
31/12/2021 00:00:00,703945000170,874
31/01/2022 00:00:00,703945000170,2548
28/02/2022 00:00:00,703945000170,744
30/09/2021 00:00:00,721620000110,3262
31/10/2021 00:00:00,721620000110,1048
30/11/2021 00:00:00,721620000110,808
31/12/2021 00:00:00,721620000110,0
31/01/2022 00:00:00,721620000110,0
28/02/2022 00:00:00,721620000110,0
30/09/2021 00:00:00,726826000132,3495
31/10/2021 00:00:00,726826000132,1664
30/11/2021 00:00:00,726826000132,1247
31/12/2021 00:00:00,726826000132,1341
31/01/2022 00:00:00,726826000132,3108
28/02/2022 00:00:00,726826000132,1529
30/09/2021 00:00:00,812358000119,2556
31/10/2021 00:00:00,812358000119,433
30/11/2021 00:00:00,812358000119,241
31/12/2021 00:00:00,812358000119,0
31/01/2022 00:00:00,812358000119,0
28/02/2022 00:00:00,812358000119,0
30/09/2021 00:00:00,849566000192,3134
31/10/2021 00:00:00,849566000192,1418
30/11/2021 00:00:00,849566000192,3302
31/12/2021 00:00:00,849566000192,209
31/01/2022 00:00:00,849566000192,3034
28/02/2022 00:00:00,849566000192,1813
30/09/2021 00:00:00,866396000154,697
31/10/2021 00:00:00,866396000154,163
30/11/2021 00:00:00,866396000154,2784
31/12/2021 00:00:00,866396000154,0
31/01/2022 00:00:00,866396000154,0
28/02/2022 00:00:00,866396000154,0
30/09/2021 00:00:00,921898000130,2348
31/10/2021 00:00:00,921898000130,1325
30/11/2021 00:00:00,921898000130,1942
31/12/2021 00:00:00,921898000130,1735
31/01/2022 00:00:00,921898000130,84
28/02/2022 00:00:00,921898000130,2992
30/09/2021 00:00:00,924787000188,3020
31/10/2021 00:00:00,924787000188,171
30/11/2021 00:00:00,924787000188,1196
31/12/2021 00:00:00,924787000188,0
31/01/2022 00:00:00,924787000188,0
28/02/2022 00:00:00,924787000188,0
30/09/2021 00:00:00,931663000120,2982
31/10/2021 00:00:00,931663000120,1301
30/11/2021 00:00:00,931663000120,413
31/12/2021 00:00:00,931663000120,3262
31/01/2022 00:00:00,931663000120,1239
28/02/2022 00:00:00,931663000120,2065
30/09/2021 00:00:00,931891000108,2565
31/10/2021 00:00:00,931891000108,2144
30/11/2021 00:00:00,931891000108,632
31/12/2021 00:00:00,931891000108,0
31/01/2022 00:00:00,931891000108,0
28/02/2022 00:00:00,931891000108,0
30/09/2021 00:00:00,939640000161,1773
31/10/2021 00:00:00,939640000161,1878
30/11/2021 00:00:00,939640000161,3359
31/12/2021 00:00:00,939640000161,3388
31/01/2022 00:00:00,939640000161,1038
28/02/2022 00:00:00,939640000161,3331
30/09/2021 00:00:00,945958000589,546
31/10/2021 00:00:00,945958000589,1611
30/11/2021 00:00:00,945958000589,2642
31/12/2021 00:00:00,945958000589,0
31/01/2022 00:00:00,945958000589,0
28/02/2022 00:00:00,945958000589,0
30/09/2021 00:00:00,957325000167,1593
31/10/2021 00:00:00,957325000167,3450
30/11/2021 00:00:00,957325000167,1079
31/12/2021 00:00:00,957325000167,2995
31/01/2022 00:00:00,957325000167,3044
28/02/2022 00:00:00,957325000167,842
30/09/2021 00:00:00,958357000187,483
31/10/2021 00:00:00,958357000187,2482
30/11/2021 00:00:00,958357000187,1217
31/12/2021 00:00:00,958357000187,0
31/01/2022 00:00:00,958357000187,0
28/02/2022 00:00:00,958357000187,0
30/09/2021 00:00:00,965905000104,2185
31/10/2021 00:00:00,965905000104,1368
30/11/2021 00:00:00,965905000104,2094
31/12/2021 00:00:00,965905000104,1905
31/01/2022 00:00:00,965905000104,1907
28/02/2022 00:00:00,965905000104,875
30/09/2021 00:00:00,982813000124,559
31/10/2021 00:00:00,982813000124,2569
30/11/2021 00:00:00,982813000124,2434
31/12/2021 00:00:00,982813000124,0
31/01/2022 00:00:00,982813000124,0
28/02/2022 00:00:00,982813000124,0
30/09/2021 00:00:00,992662000195,3442
31/10/2021 00:00:00,992662000195,836
30/11/2021 00:00:00,992662000195,745
31/12/2021 00:00:00,992662000195,599
31/01/2022 00:00:00,992662000195,1451
28/02/2022 00:00:00,992662000195,3389
30/09/2021 00:00:00,1007756000125,3496
31/10/2021 00:00:00,1007756000125,3224
30/11/2021 00:00:00,1007756000125,737
31/12/2021 00:00:00,1007756000125,0
31/01/2022 00:00:00,1007756000125,0
28/02/2022 00:00:00,1007756000125,0
30/09/2021 00:00:00,1035668000137,2861
31/10/2021 00:00:00,1035668000137,2537
30/11/2021 00:00:00,1035668000137,251
31/12/2021 00:00:00,1035668000137,2823
31/01/2022 00:00:00,1035668000137,1857
28/02/2022 00:00:00,1035668000137,431
30/09/2021 00:00:00,1108339000250,3362
31/10/2021 00:00:00,1108339000250,2
30/11/2021 00:00:00,1108339000250,3339
31/12/2021 00:00:00,1108339000250,0
31/01/2022 00:00:00,1108339000250,0
28/02/2022 00:00:00,1108339000250,0
30/09/2021 00:00:00,1112783000168,3016
31/10/2021 00:00:00,1112783000168,178
30/11/2021 00:00:00,1112783000168,678
31/12/2021 00:00:00,1112783000168,1796
31/01/2022 00:00:00,1112783000168,2589
28/02/2022 00:00:00,1112783000168,3320
30/09/2021 00:00:00,1119541000287,2294
31/10/2021 00:00:00,1119541000287,125
30/11/2021 00:00:00,1119541000287,827
31/12/2021 00:00:00,1119541000287,0
31/01/2022 00:00:00,1119541000287,0
28/02/2022 00:00:00,1119541000287,0
30/09/2021 00:00:00,1141981000150,2433
31/10/2021 00:00:00,1141981000150,32
30/11/2021 00:00:00,1141981000150,951
31/12/2021 00:00:00,1141981000150,1624
31/01/2022 00:00:00,1141981000150,3423
28/02/2022 00:00:00,1141981000150,2498
30/09/2021 00:00:00,1152636000111,999
31/10/2021 00:00:00,1152636000111,217
30/11/2021 00:00:00,1152636000111,987
31/12/2021 00:00:00,1152636000111,0
31/01/2022 00:00:00,1152636000111,0
28/02/2022 00:00:00,1152636000111,0
30/09/2021 00:00:00,1157037000190,983
31/10/2021 00:00:00,1157037000190,1498
30/11/2021 00:00:00,1157037000190,1382
31/12/2021 00:00:00,1157037000190,1407
31/01/2022 00:00:00,1157037000190,2100
28/02/2022 00:00:00,1157037000190,36
30/09/2021 00:00:00,1181149000268,3083
31/10/2021 00:00:00,1181149000268,2472
30/11/2021 00:00:00,1181149000268,173
31/12/2021 00:00:00,1181149000268,0
31/01/2022 00:00:00,1181149000268,0
28/02/2022 00:00:00,1181149000268,0
30/09/2021 00:00:00,1182491000100,2705
31/10/2021 00:00:00,1182491000100,3473
30/11/2021 00:00:00,1182491000100,1087
31/12/2021 00:00:00,1182491000100,2065
31/01/2022 00:00:00,1182491000100,2951
28/02/2022 00:00:00,1182491000100,1470
30/09/2021 00:00:00,1201976000195,1074
31/10/2021 00:00:00,1201976000195,176
30/11/2021 00:00:00,1201976000195,1131
31/12/2021 00:00:00,1201976000195,0
31/01/2022 00:00:00,1201976000195,0
28/02/2022 00:00:00,1201976000195,0
30/09/2021 00:00:00,1238705000104,2263
31/10/2021 00:00:00,1238705000104,2335
30/11/2021 00:00:00,1238705000104,1309
31/12/2021 00:00:00,1238705000104,2605
31/01/2022 00:00:00,1238705000104,387
28/02/2022 00:00:00,1238705000104,1004
30/09/2021 00:00:00,1308487000137,1998
31/10/2021 00:00:00,1308487000137,1205
30/11/2021 00:00:00,1308487000137,3297
31/12/2021 00:00:00,1308487000137,0
31/01/2022 00:00:00,1308487000137,0
28/02/2022 00:00:00,1308487000137,0
30/09/2021 00:00:00,1327391000116,1890
31/10/2021 00:00:00,1327391000116,1737
30/11/2021 00:00:00,1327391000116,2251
31/12/2021 00:00:00,1327391000116,1470
31/01/2022 00:00:00,1327391000116,3332
28/02/2022 00:00:00,1327391000116,820
30/09/2021 00:00:00,1393820000153,2377
31/10/2021 00:00:00,1393820000153,2046
30/11/2021 00:00:00,1393820000153,2479
31/12/2021 00:00:00,1393820000153,0
31/01/2022 00:00:00,1393820000153,0
28/02/2022 00:00:00,1393820000153,0
30/09/2021 00:00:00,1400326000179,156
31/10/2021 00:00:00,1400326000179,150
30/11/2021 00:00:00,1400326000179,1773
31/12/2021 00:00:00,1400326000179,2605
31/01/2022 00:00:00,1400326000179,2955
28/02/2022 00:00:00,1400326000179,567
30/09/2021 00:00:00,1419286000107,1481
31/10/2021 00:00:00,1419286000107,3345
30/11/2021 00:00:00,1419286000107,2005
31/12/2021 00:00:00,1419286000107,0
31/01/2022 00:00:00,1419286000107,0
28/02/2022 00:00:00,1419286000107,0
30/09/2021 00:00:00,1422630000117,3375
31/10/2021 00:00:00,1422630000117,2699
30/11/2021 00:00:00,1422630000117,560
31/12/2021 00:00:00,1422630000117,93
31/01/2022 00:00:00,1422630000117,3224
28/02/2022 00:00:00,1422630000117,745
30/09/2021 00:00:00,1424868000181,208
31/10/2021 00:00:00,1424868000181,60
30/11/2021 00:00:00,1424868000181,712
31/12/2021 00:00:00,1424868000181,0
31/01/2022 00:00:00,1424868000181,0
28/02/2022 00:00:00,1424868000181,0
30/09/2021 00:00:00,1430752000155,3066
31/10/2021 00:00:00,1430752000155,902
30/11/2021 00:00:00,1430752000155,369
31/12/2021 00:00:00,1430752000155,2078
31/01/2022 00:00:00,1430752000155,485
28/02/2022 00:00:00,1430752000155,2347
30/09/2021 00:00:00,1436462000208,523
31/10/2021 00:00:00,1436462000208,364
30/11/2021 00:00:00,1436462000208,1836
31/12/2021 00:00:00,1436462000208,0
31/01/2022 00:00:00,1436462000208,0
28/02/2022 00:00:00,1436462000208,0
30/09/2021 00:00:00,1441690000187,2701
31/10/2021 00:00:00,1441690000187,55
30/11/2021 00:00:00,1441690000187,1320
31/12/2021 00:00:00,1441690000187,944
31/01/2022 00:00:00,1441690000187,318
28/02/2022 00:00:00,1441690000187,2411
30/09/2021 00:00:00,1454492000158,1877
31/10/2021 00:00:00,1454492000158,3459
30/11/2021 00:00:00,1454492000158,255
31/12/2021 00:00:00,1454492000158,0
31/01/2022 00:00:00,1454492000158,0
28/02/2022 00:00:00,1454492000158,0
30/09/2021 00:00:00,1469075000189,2512
31/10/2021 00:00:00,1469075000189,3325
30/11/2021 00:00:00,1469075000189,942
31/12/2021 00:00:00,1469075000189,43
31/01/2022 00:00:00,1469075000189,337
28/02/2022 00:00:00,1469075000189,2304
30/09/2021 00:00:00,1488832000161,2846
31/10/2021 00:00:00,1488832000161,680
30/11/2021 00:00:00,1488832000161,844
31/12/2021 00:00:00,1488832000161,0
31/01/2022 00:00:00,1488832000161,0
28/02/2022 00:00:00,1488832000161,0
30/09/2021 00:00:00,1496442000133,2234
31/10/2021 00:00:00,1496442000133,2537
30/11/2021 00:00:00,1496442000133,2916
31/12/2021 00:00:00,1496442000133,51
31/01/2022 00:00:00,1496442000133,2078
28/02/2022 00:00:00,1496442000133,2927
30/09/2021 00:00:00,1498737000149,1394
31/10/2021 00:00:00,1498737000149,2360
30/11/2021 00:00:00,1498737000149,2937
31/12/2021 00:00:00,1498737000149,0
31/01/2022 00:00:00,1498737000149,0
28/02/2022 00:00:00,1498737000149,0
30/09/2021 00:00:00,1503708000128,2
31/10/2021 00:00:00,1503708000128,793
30/11/2021 00:00:00,1503708000128,2451
31/12/2021 00:00:00,1503708000128,3044
31/01/2022 00:00:00,1503708000128,3158
28/02/2022 00:00:00,1503708000128,2876
30/09/2021 00:00:00,1517403000175,1161
31/10/2021 00:00:00,1517403000175,2286
30/11/2021 00:00:00,1517403000175,2525
31/12/2021 00:00:00,1517403000175,0
31/01/2022 00:00:00,1517403000175,0
28/02/2022 00:00:00,1517403000175,0
30/09/2021 00:00:00,1537618000158,3086
31/10/2021 00:00:00,1537618000158,431
30/11/2021 00:00:00,1537618000158,3419
31/12/2021 00:00:00,1537618000158,565
31/01/2022 00:00:00,1537618000158,2138
28/02/2022 00:00:00,1537618000158,3142
30/09/2021 00:00:00,1539334000109,3292
31/10/2021 00:00:00,1539334000109,2486
30/11/2021 00:00:00,1539334000109,3160
31/12/2021 00:00:00,1539334000109,0
31/01/2022 00:00:00,1539334000109,0
28/02/2022 00:00:00,1539334000109,0
30/09/2021 00:00:00,1580191000170,2921
31/10/2021 00:00:00,1580191000170,1185
30/11/2021 00:00:00,1580191000170,2241
31/12/2021 00:00:00,1580191000170,2999
31/01/2022 00:00:00,1580191000170,711
28/02/2022 00:00:00,1580191000170,2918
30/09/2021 00:00:00,1582613000147,439
31/10/2021 00:00:00,1582613000147,3282
30/11/2021 00:00:00,1582613000147,2818
31/12/2021 00:00:00,1582613000147,0
31/01/2022 00:00:00,1582613000147,0
28/02/2022 00:00:00,1582613000147,0
30/09/2021 00:00:00,1601986000118,706
31/10/2021 00:00:00,1601986000118,1581
30/11/2021 00:00:00,1601986000118,53
31/12/2021 00:00:00,1601986000118,1879
31/01/2022 00:00:00,1601986000118,1662
28/02/2022 00:00:00,1601986000118,2152
30/09/2021 00:00:00,1609448000170,2641
31/10/2021 00:00:00,1609448000170,1592
30/11/2021 00:00:00,1609448000170,2758
31/12/2021 00:00:00,1609448000170,0
31/01/2022 00:00:00,1609448000170,0
28/02/2022 00:00:00,1609448000170,0
30/09/2021 00:00:00,1611393000132,1767
31/10/2021 00:00:00,1611393000132,2589
30/11/2021 00:00:00,1611393000132,1973
31/12/2021 00:00:00,1611393000132,1280
31/01/2022 00:00:00,1611393000132,2734
28/02/2022 00:00:00,1611393000132,2553
30/09/2021 00:00:00,1615469000106,1612
31/10/2021 00:00:00,1615469000106,2106
30/11/2021 00:00:00,1615469000106,2159
31/12/2021 00:00:00,1615469000106,0
31/01/2022 00:00:00,1615469000106,0
28/02/2022 00:00:00,1615469000106,0
30/09/2021 00:00:00,1622004000174,41
31/10/2021 00:00:00,1622004000174,1190
30/11/2021 00:00:00,1622004000174,3099
31/12/2021 00:00:00,1622004000174,2995
31/01/2022 00:00:00,1622004000174,2683
28/02/2022 00:00:00,1622004000174,336
30/09/2021 00:00:00,1662456000180,1537
31/10/2021 00:00:00,1662456000180,1593
30/11/2021 00:00:00,1662456000180,1923
31/12/2021 00:00:00,1662456000180,0
31/01/2022 00:00:00,1662456000180,0
28/02/2022 00:00:00,1662456000180,0
30/09/2021 00:00:00,1693177000183,2138
31/10/2021 00:00:00,1693177000183,1945
30/11/2021 00:00:00,1693177000183,3484
31/12/2021 00:00:00,1693177000183,2873
31/01/2022 00:00:00,1693177000183,1742
28/02/2022 00:00:00,1693177000183,3233
30/09/2021 00:00:00,1697279000410,2727
31/10/2021 00:00:00,1697279000410,3458
30/11/2021 00:00:00,1697279000410,568
31/12/2021 00:00:00,1697279000410,0
31/01/2022 00:00:00,1697279000410,0
28/02/2022 00:00:00,1697279000410,0
30/09/2021 00:00:00,1723925000123,492
31/10/2021 00:00:00,1723925000123,555
30/11/2021 00:00:00,1723925000123,1666
31/12/2021 00:00:00,1723925000123,191
31/01/2022 00:00:00,1723925000123,3393
28/02/2022 00:00:00,1723925000123,1618
30/09/2021 00:00:00,1772711000147,782
31/10/2021 00:00:00,1772711000147,2192
30/11/2021 00:00:00,1772711000147,1087
31/12/2021 00:00:00,1772711000147,0
31/01/2022 00:00:00,1772711000147,0
28/02/2022 00:00:00,1772711000147,0
30/09/2021 00:00:00,1790624000112,702
31/10/2021 00:00:00,1790624000112,584
30/11/2021 00:00:00,1790624000112,3284
31/12/2021 00:00:00,1790624000112,1714
31/01/2022 00:00:00,1790624000112,36
28/02/2022 00:00:00,1790624000112,311
30/09/2021 00:00:00,1798682000192,2808
31/10/2021 00:00:00,1798682000192,783
30/11/2021 00:00:00,1798682000192,360
31/12/2021 00:00:00,1798682000192,0
31/01/2022 00:00:00,1798682000192,0
28/02/2022 00:00:00,1798682000192,0
30/09/2021 00:00:00,1807712000180,1543
31/10/2021 00:00:00,1807712000180,2807
30/11/2021 00:00:00,1807712000180,568
31/12/2021 00:00:00,1807712000180,1569
31/01/2022 00:00:00,1807712000180,604
28/02/2022 00:00:00,1807712000180,823
30/09/2021 00:00:00,1820648000177,2636
31/10/2021 00:00:00,1820648000177,706
30/11/2021 00:00:00,1820648000177,45
31/12/2021 00:00:00,1820648000177,0
31/01/2022 00:00:00,1820648000177,0
28/02/2022 00:00:00,1820648000177,0
30/09/2021 00:00:00,1821486000191,3102
31/10/2021 00:00:00,1821486000191,2087
30/11/2021 00:00:00,1821486000191,2
31/12/2021 00:00:00,1821486000191,2741
31/01/2022 00:00:00,1821486000191,221
28/02/2022 00:00:00,1821486000191,2205
30/09/2021 00:00:00,1842785000102,553
31/10/2021 00:00:00,1842785000102,1783
30/11/2021 00:00:00,1842785000102,833
31/12/2021 00:00:00,1842785000102,0
31/01/2022 00:00:00,1842785000102,0
28/02/2022 00:00:00,1842785000102,0
30/09/2021 00:00:00,1850525000189,1631
31/10/2021 00:00:00,1850525000189,2367
30/11/2021 00:00:00,1850525000189,3160
31/12/2021 00:00:00,1850525000189,3477
31/01/2022 00:00:00,1850525000189,2317
28/02/2022 00:00:00,1850525000189,1918
30/09/2021 00:00:00,1852696000147,831
31/10/2021 00:00:00,1852696000147,2623
30/11/2021 00:00:00,1852696000147,2792
31/12/2021 00:00:00,1852696000147,0
31/01/2022 00:00:00,1852696000147,0
28/02/2022 00:00:00,1852696000147,0
30/09/2021 00:00:00,1856324000199,331
31/10/2021 00:00:00,1856324000199,2796
30/11/2021 00:00:00,1856324000199,2245
31/12/2021 00:00:00,1856324000199,691
31/01/2022 00:00:00,1856324000199,2874
28/02/2022 00:00:00,1856324000199,2376
30/09/2021 00:00:00,1871498000120,1206
31/10/2021 00:00:00,1871498000120,291
30/11/2021 00:00:00,1871498000120,889
31/12/2021 00:00:00,1871498000120,0
31/01/2022 00:00:00,1871498000120,0
28/02/2022 00:00:00,1871498000120,0
30/09/2021 00:00:00,1873907000128,2965
31/10/2021 00:00:00,1873907000128,68
30/11/2021 00:00:00,1873907000128,2154
31/12/2021 00:00:00,1873907000128,3450
31/01/2022 00:00:00,1873907000128,2833
28/02/2022 00:00:00,1873907000128,40
30/09/2021 00:00:00,1878572000130,3384
31/10/2021 00:00:00,1878572000130,1458
30/11/2021 00:00:00,1878572000130,2272
31/12/2021 00:00:00,1878572000130,0
31/01/2022 00:00:00,1878572000130,0
28/02/2022 00:00:00,1878572000130,0
30/09/2021 00:00:00,1893491000100,323
31/10/2021 00:00:00,1893491000100,1486
30/11/2021 00:00:00,1893491000100,3167
31/12/2021 00:00:00,1893491000100,751
31/01/2022 00:00:00,1893491000100,743
28/02/2022 00:00:00,1893491000100,2635
30/09/2021 00:00:00,1903129000172,2784
31/10/2021 00:00:00,1903129000172,2727
30/11/2021 00:00:00,1903129000172,105
31/12/2021 00:00:00,1903129000172,0
31/01/2022 00:00:00,1903129000172,0
28/02/2022 00:00:00,1903129000172,0
30/09/2021 00:00:00,1914588000151,1631
31/10/2021 00:00:00,1914588000151,951
30/11/2021 00:00:00,1914588000151,671
31/12/2021 00:00:00,1914588000151,2458
31/01/2022 00:00:00,1914588000151,2247
28/02/2022 00:00:00,1914588000151,636
30/09/2021 00:00:00,1916867000154,2683
