"347,4635402,""COMÉRCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE""";;;;;;;;;
"561,4643501,""COMÉRCIO ATACADISTA DE CALÇADOS""";;;;;;;;;
"568,4646001,""COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA""";;;;;;;;;
"579,4649408,""COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR""";;;;;;;;;
"574,4649403,""COMÉRCIO ATACADISTA DE BICICLETAS, TRICICLOS E OUTROS VEÍCULOS RECREATIVOS""";;;;;;;;;
"573,4649402,""COMÉRCIO ATACADISTA DE APARELHOS ELETRÔNICOS DE USO PESSOAL E DOMÉSTICO""";;;;;;;;;
"325,2942500,""FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA OS SISTEMAS DE MARCHA E TRANSMISSÃO DE VEÍCULOS AUTOMOTORES""";;;;;;;;;
"27,121101,""HORTICULTURA, EXCETO MORANGO""";;;;;;;;;
"43,133499,""CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NÃO ESPECIFICADAS ANTERIORMENTE""";;;;;;;;;
"42,133411,""CULTIVO DE PÊSSEGO""";;;;;;;;;
"33,133402,""CULTIVO DE BANANA""";;;;;;;;;
"197,151202,""CRIAÇÃO DE BOVINOS PARA LEITE""";;;;;;;;;
"421,210108,""PRODUÇÃO DE CARVÃO VEGETAL  FLORESTAS PLANTADAS""";;;;;;;;;
"414,210101,""CULTIVO DE EUCALIPTO""";;;;;;;;;
"1221,7729202,""ALUGUEL DE MÓVEIS, UTENSÍLIOS E APARELHOS DE USO DOMÉSTICO E PESSOAL";" INSTRUMENTOS MUSICAIS""";;;;;;;;
"696,723502,""BENEFICIAMENTO DE MINÉRIO DE MANGANÊS""";;;;;;;;;
"83,810099,""EXTRAÇÃO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUÇÃO E BENEFICIAMENTO ASSOCIADO""";;;;;;;;;
"84,891600,""EXTRAÇÃO DE MINERAIS PARA FABRICAÇÃO DE ADUBOS, FERTILIZANTES E OUTROS PRODUTOS QUÍMICOS""";;;;;;;;;
"92,899199,""EXTRAÇÃO DE OUTROS MINERAIS NÃOMETÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE""";;;;;;;;;
"96,990403,""ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS NÃOMETÁLICOS""";;;;;;;;;
"101,1011205,""MATADOURO  ABATE DE RESES SOB CONTRATO, EXCETO ABATE DE SUÍNOS""";;;;;;;;;
"98,1011202,""FRIGORÍFICO  ABATE DE EQÜINOS""";;;;;;;;;
"97,1011201,""FRIGORÍFICO  ABATE DE BOVINOS""";;;;;;;;;
"105,1012104,""MATADOURO  ABATE DE SUÍNOS SOB CONTRATO""";;;;;;;;;
"256,1013902,""PREPARAÇÃO DE SUBPRODUTOS DO ABATE""";;;;;;;;;
"271,1061902,""FABRICAÇÃO DE PRODUTOS DO ARROZ""";;;;;;;;;
"645,4671100,""COMÉRCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS""";;;;;;;;;
"646,4672900,""COMÉRCIO ATACADISTA DE FERRAGENS E FERRAMENTAS""";;;;;;;;;
"981,4687703,""COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS METÁLICOS""";;;;;;;;;
"543,3220500,""FABRICAÇÃO DE INSTRUMENTOS MUSICAIS, PEÇAS E ACESSÓRIOS""";;;;;;;;;
"549,3250701,""FABRICAÇÃO DE INSTRUMENTOS NÃOELETRÔNICOS E UTENSÍLIOS PARA USO MÉDICO, CIRÚRGICO, ODONTOLÓGICO E DE""";;;;;;;;;
"399,3314703,""MANUTENÇÃO E REPARAÇÃO DE VÁLVULAS INDUSTRIAIS""";;;;;;;;;
"1059,5821200,""EDIÇÃO INTEGRADA À IMPRESSÃO DE LIVROS""";;;;;;;;;
"1065,5911199,""ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO NÃO ESPECIFICADAS ANTE""";;;;;;;;;
"1169,5912002,""SERVIÇOS DE MIXAGEM SONORA EM PRODUÇÃO AUDIOVISUAL""";;;;;;;;;
"1174,6010100,""ATIVIDADES DE RÁDIO""";;;;;;;;;
"1178,6110801,""SERVIÇOS DE TELEFONIA FIXA COMUTADA  STFC""";;;;;;;;;
"1182,6120501,""TELEFONIA MÓVEL CELULAR""";;;;;;;;;
"375,4319300,""SERVIÇOS DE PREPARAÇÃO DO TERRENO NÃO ESPECIFICADOS ANTERIORMENTE""";;;;;;;;;
"594,4511105,""COMÉRCIO POR ATACADO DE REBOQUES E SEMIREBOQUES NOVOS E USADOS""";;;;;;;;;
"603,4520006,""SERVIÇOS DE BORRACHARIA PARA VEÍCULOS AUTOMOTORES""";;;;;;;;;
"660,4541202,""COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS PARA MOTOCICLETAS E MOTONETAS""";;;;;;;;;
"1321,2599302,""SERVIÇO DE CORTE E DOBRA DE METAIS""";;;;;;;;;
"308,2599399,""FABRICAÇÃO DE OUTROS PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE""";;;;;;;;;
"952,8412400,""REGULAÇÃO DAS ATIVIDADES DE SAÚDE, EDUCAÇÃO, SERVIÇOS CULTURAIS E OUTROS SERVIÇOS SOCIAIS""";;;;;;;;;
"965,8532500,""EDUCAÇÃO SUPERIOR  GRADUAÇÃO E PÓSGRADUAÇÃO""";;;;;;;;;
"1119,8630502,""ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE EXAMES COMPLEMENTARES""";;;;;;;;;
"1118,8630501,""ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE PROCEDIMENTOS CIRÚRGICOS""";;;;;;;;;
"1234,8640210,""SERVIÇOS DE QUIMIOTERAPIA""";;;;;;;;;
"155,9329804,""EXPLORAÇÃO DE JOGOS ELETRÔNICOS RECREATIVOS""";;;;;;;;;
"447,2032100,""FABRICAÇÃO DE RESINAS TERMOFIXAS""";;;;;;;;;
"1076,6911703,""AGENTE DE PROPRIEDADE INDUSTRIAL""";;;;;;;;;
"1094,7319002,""PROMOÇÃO DE VENDAS""";;;;;;;;;
"22,119906,""CULTIVO DE MANDIOCA""";;;;;;;;;
"768,2813500,""FABRICAÇÃO DE VÁLVULAS, REGISTROS E DISPOSITIVOS SEMELHANTES, PEÇAS E ACESSÓRIOS""";;;;;;;;;
"771,2815101,""FABRICAÇÃO DE ROLAMENTOS PARA FINS INDUSTRIAIS""";;;;;;;;;
"775,2822401,""FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACES""";;;;;;;;;
"142,2840200,""FABRICAÇÃO DE MÁQUINASFERRAMENTA, PEÇAS E ACESSÓRIOS""";;;;;;;;;
"1013,4761002,""COMÉRCIO VAREJISTA DE JORNAIS E REVISTAS""";;;;;;;;;
"1022,4771702,""COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS""";;;;;;;;;
"1161,4921301,""TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL""";;;;;;;;;
"352,4637101,""COMÉRCIO ATACADISTA DE CAFÉ TORRADO, MOÍDO E SOLÚVEL""";;;;;;;;;
"559,4642701,""COMÉRCIO ATACADISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS, EXCETO PROFISSIONAIS E DE SEGURANÇA""";;;;;;;;;
"576,4649405,""COMÉRCIO ATACADISTA DE ARTIGOS DE TAPEÇARIA";" PERSIANAS E CORTINAS""";;;;;;;;
"148,2862300,""FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AS INDÚSTRIAS DE ALIMENTOS, BEBIDAS E FUMO, PEÇAS E ACESS""";;;;;;;;;
"326,2943300,""FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA O SISTEMA DE FREIOS DE VEÍCULOS AUTOMOTORES""";;;;;;;;;
"330,2949299,""FABRICAÇÃO DE OUTRAS PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES NÃO ESPECIFICADAS ANTERIORMENTE""";;;;;;;;;
"30,131800,""CULTIVO DE LARANJA""";;;;;;;;;
"31,132600,""CULTIVO DE UVA""";;;;;;;;;
"195,142300,""PRODUÇÃO DE MUDAS E OUTRAS FORMAS DE PROPAGAÇÃO VEGETAL, CERTIFICADAS""";;;;;;;;;
"220,162802,""SERVIÇO DE TOSQUIAMENTO DE OVINOS""";;;;;;;;;
"422,210109,""PRODUÇÃO DE CASCA DE ACÁCIANEGRA  FLORESTAS PLANTADAS""";;;;;;;;;
"432,311601,""PESCA DE PEIXES EM ÁGUA SALGADA""";;;;;;;;;
"986,4618403,""REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE JORNAIS, REVISTAS E OUTRAS PUBLICAÇÕES""";;;;;;;;;
"284,1081302,""TORREFAÇÃO E MOAGEM DE CAFÉ""";;;;;;;;;
"494,1121600,""FABRICAÇÃO DE ÁGUAS ENVASADAS""";;;;;;;;;
"501,1220402,""FABRICAÇÃO DE CIGARRILHAS E CHARUTOS""";;;;;;;;;
"737,1330800,""FABRICAÇÃO DE TECIDOS DE MALHA""";;;;;;;;;
"745,1359600,""FABRICAÇÃO DE OUTROS PRODUTOS TÊXTEIS NÃO ESPECIFICADOS ANTERIORMENTE""";;;;;;;;;
"746,1411801,""CONFECÇÃO DE ROUPAS ÍNTIMAS""";;;;;;;;;
"844,4724500,""COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS""";;;;;;;;;
"1312,4729602,""Comercio varej. de mercad .em lojas de conveniência""";;;;;;;;;
"851,4743100,""COMÉRCIO VAREJISTA DE VIDROS""";;;;;;;;;
"853,4744002,""COMÉRCIO VAREJISTA DE MADEIRA E ARTEFATOS""";;;;;;;;;
"858,4751200,""COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA""";;;;;;;;;
"818,3832700,""RECUPERAÇÃO DE MATERIAIS PLÁSTICOS""";;;;;;;;;
"865,5030101,""NAVEGAÇÃO DE APOIO MARÍTIMO""";;;;;;;;;
"869,5099801,""TRANSPORTE AQUAVIÁRIO PARA PASSEIOS TURÍSTICOS""";;;;;;;;;
"875,5130700,""TRANSPORTE ESPACIAL""";;;;;;;;;
"885,5229099,""OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NÃO ESPECIFICADAS ANTERIORMENTE""";;;;;;;;;
"1047,5611201,""RESTAURANTES E SIMILARES""";;;;;;;;;
"463,2094100,""FABRICAÇÃO DE CATALISADORES""";;;;;;;;;
"473,2212900,""REFORMA DE PNEUMÁTICOS USADOS""";;;;;;;;;
"55,1533500,""FABRICAÇÃO DE CALÇADOS DE MATERIAL SINTÉTICO""";;;;;;;;;
"59,1610202,""SERRARIAS SEM DESDOBRAMENTO DE MADEIRA""";;;;;;;;;
"832,4221905,""MANUTENÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES""";;;;;;;;;
"364,4222702,""OBRAS DE IRRIGAÇÃO""";;;;;;;;;
"758,6435203,""COMPANHIAS HIPOTECÁRIAS""";;;;;;;;;
"897,6492100,""SECURITIZAÇÃO DE CRÉDITOS""";;;;;;;;;
"537,3103900,""FABRICAÇÃO DE MÓVEIS DE OUTROS MATERIAIS, EXCETO MADEIRA E METAL""";;;;;;;;;
"797,3311200,""MANUTENÇÃO E REPARAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS, EXCETO PARA VEÍCULOS""";;;;;;;;;
"803,3313902,""MANUTENÇÃO E REPARAÇÃO DE BATERIAS E ACUMULADORES ELÉTRICOS, EXCETO PARA VEÍCULOS""";;;;;;;;;
"1176,6022501,""PROGRAMADORAS""";;;;;;;;;
"1187,6142600,""OPERADORAS DE TELEVISÃO POR ASSINATURA POR MICROONDAS""";;;;;;;;;
"1191,6190699,""OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE""";;;;;;;;;
"295,2532201,""PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL""";;;;;;;;;
"185,9603399,""ATIVIDADES FUNERÁRIAS E SERVIÇOS RELACIONADOS NÃO ESPECIFICADOS ANTERIORMENTE""";;;;;;;;;
"383,4329104,""MONTAGEM E INSTALAÇÃO DE SISTEMAS E EQUIPAMENTOS DE ILUMINAÇÃO E SINALIZAÇÃO EM VIAS PÚBLICAS, PORTO""";;;;;;;;;
"382,4329103,""INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES, EXCETO DE FABRICAÇÃO """;;;;;;;;;
"599,4520002,""SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES""";;;;;;;;;
"667,4611700,""REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MATÉRIASPRIMAS AGRÍCOLAS E ANIMAIS VIVOS""";;;;;;;;;
"305,2592602,""FABRICAÇÃO DE PRODUTOS DE TREFILADOS DE METAL, EXCETO PADRONIZADOS""";;;;;;;;;
"947,8299705,""SERVIÇOS DE LEVANTAMENTO DE FUNDOS SOB CONTRATO""";;;;;;;;;
"1097,8541400,""EDUCAÇÃO PROFISSIONAL DE NÍVEL TÉCNICO""";;;;;;;;;
"1100,8550302,""ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES""";;;;;;;;;
"1103,8592902,""ENSINO DE ARTES CÊNICAS, EXCETO DANÇA""";;;;;;;;;
"1237,8640213,""SERVIÇOS DE LITOTRIPSIA""";;;;;;;;;
"159,9420100,""ATIVIDADES DE ORGANIZAÇÕES SINDICAIS""";;;;;;;;;
"235,1821100,""SERVIÇOS DE PRÉIMPRESSÃO""";;;;;;;;;
"248,2012600,""FABRICAÇÃO DE INTERMEDIÁRIOS PARA FERTILIZANTES""";;;;;;;;;
"1081,7111100,""SERVIÇOS DE ARQUITETURA""";;;;;;;;;
"25,119909,""CULTIVO DE TOMATE RASTEIRO""";;;;;;;;;
"767,2812700,""FABRICAÇÃO DE EQUIPAMENTOS HIDRÁULICOS E PNEUMÁTICOS, PEÇAS E ACESSÓRIOS, EXCETO VÁLVULAS""";;;;;;;;;
"769,2814301,""FABRICAÇÃO DE COMPRESSORES PARA USO INDUSTRIAL, PEÇAS E ACESSÓRIOS""";;;;;;;;;
"139,2831300,""FABRICAÇÃO DE TRATORES AGRÍCOLAS, PEÇAS E ACESSÓRIOS""";;;;;;;;;
"1008,4756300,""COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS""";;;;;;;;;
"1011,4759899,""COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE""";;;;;;;;;
"1027,4774100,""COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA""";;;;;;;;;
"228,1742799,""FABRICAÇÃO DE PRODUTOS DE PAPEL PARA USO DOMÉSTICO E HIGIÊNICOSANITÁRIO NÃO ESPECIFICADOS ANTERIORME""";;;;;;;;;
"339,4633801,""COMÉRCIO ATACADISTA DE FRUTAS, VERDURAS, RAÍZES, TUBÉRCULOS, HORTALIÇAS E LEGUMES FRESCOS""";;;;;;;;;
"358,4637107,""COMÉRCIO ATACADISTA DE CHOCOLATES, CONFEITOS, BALAS, BOMBONS E SEMELHANTES""";;;;;;;;;
"362,4641901,""COMÉRCIO ATACADISTA DE TECIDOS""";;;;;;;;;
"571,4647802,""COMÉRCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICAÇÕES""";;;;;;;;;
"575,4649404,""COMÉRCIO ATACADISTA DE MÓVEIS E ARTIGOS DE COLCHOARIA""";;;;;;;;;
"194,141502,""PRODUÇÃO DE SEMENTES CERTIFICADAS DE FORRAGEIRAS PARA FORMAÇÃO DE PASTO""";;;;;;;;;
"208,155504,""CRIAÇÃO DE AVES, EXCETO GALINÁCEOS""";;;;;;;;;
"218,161099,""ATIVIDADES DE APOIO À AGRICULTURA NÃO ESPECIFICADAS ANTERIORMENTE""";;;;;;;;;
"417,210104,""CULTIVO DE TECA""";;;;;;;;;
"441,321302,""CRIAÇÃO DE CAMARÕES EM ÁGUA SALGADA E SALOBRA""";;;;;;;;;
"674,4618401,""REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MEDICAMENTOS, COSMÉTICOS E PRODUTOS DE PERFUMARIA""";;;;;;;;;
"998,4623108,""COMÉRCIO ATACADISTA DE MATÉRIASPRIMAS AGRÍCOLAS COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO AS""";;;;;;;;;
"484,1099603,""FABRICAÇÃO DE FERMENTOS E LEVEDURAS""";;;;;;;;;
"491,1112700,""FABRICAÇÃO DE VINHO""";;;;;;;;;
"497,1122403,""FABRICAÇÃO DE REFRESCOS, XAROPES E PÓS PARA REFRESCOS, EXCETO REFRESCOS DE FRUTAS""";;;;;;;;;
"823,4120400,""CONSTRUÇÃO DE EDIFÍCIOS""";;;;;;;;;
"334,3012100,""CONSTRUÇÃO DE EMBARCAÇÕES PARA ESPORTE E LAZER""";;;;;;;;;
"531,3050400,""FABRICAÇÃO DE VEÍCULOS MILITARES DE COMBATE""";;;;;;;;;
"1260,4929904,""ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACI""";;;;;;;;;
"1032,5250802,""ATIVIDADES DE DESPACHANTES ADUANEIROS""";;;;;;;;;
"1041,5510802,""APARTHOTÉIS""";;;;;;;;;
"467,2121101,""FABRICAÇÃO DE MEDICAMENTOS ALOPÁTICOS PARA USO HUMANO""";;;;;;;;;
"710,2229303,""FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO NA CONSTRUÇÃO, EXCETO TUBOS E ACESSÓRIOS""";;;;;;;;;
"753,1413403,""FACÇÃO DE ROUPAS PROFISSIONAIS""";;;;;;;;;
"50,1521100,""FABRICAÇÃO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL""";;;;;;;;;
"826,4212000,""CONSTRUÇÃO DE OBRASDEARTE ESPECIAIS""";;;;;;;;;
"1266,6391700,""AGÊNCIAS DE NOTÍCIAS""";;;;;;;;;
"762,6450600,""SOCIEDADES DE CAPITALIZAÇÃO""";;;;;;;;;
"904,6499999,""OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE""";;;;;;;;;
"908,6520100,""SEGUROSSAÚDE""";;;;;;;;;
"519,2722802,""RECONDICIONAMENTO DE BATERIAS E ACUMULADORES PARA VEÍCULOS AUTOMOTORES""";;;;;;;;;
"1255,8711504,""CENTROS DE APOIO A PACIENTES COM CÂNCER E COM AIDS""";;;;;;;;;
"1299,9001903,""PRODUÇÃO DE ESPETÁCULOS DE DANÇA""";;;;;;;;;
"1284,7740300,""GESTÃO DE ATIVOS INTANGÍVEIS NÃOFINANCEIROS""";;;;;;;;;
"934,8130300,""ATIVIDADES PAISAGÍSTICAS""";;;;;;;;;
"100,1011204,""FRIGORÍFICO  ABATE DE BUFALINOS""";;;;;;;;;
"268,1052000,""FABRICAÇÃO DE LATICÍNIOS""";;;;;;;;;
"273,1063500,""FABRICAÇÃO DE FARINHA DE MANDIOCA E DERIVADOS""";;;;;;;;;
"274,1064300,""FABRICAÇÃO DE FARINHA DE MILHO E DERIVADOS, EXCETO ÓLEOS DE MILHO""";;;;;;;;;
"1314,3091102,""OUTRO RAMO DE ATIVIDADE""";;;;;;;;;
"535,3101200,""FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA""";;;;;;;;;
"544,3230200,""FABRICAÇÃO DE ARTEFATOS PARA PESCA E ESPORTE""";;;;;;;;;
"608,3314718,""MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS PARA A INDÚSTRIA METALÚRGICA, EXCETO MÁQUINASFERRAMENTA""";;;;;;;;;
"405,3314709,""MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NÃOELETRÔNICOS PAR""";;;;;;;;;
"402,3314706,""MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA INSTALAÇÕES TÉRMICAS""";;;;;;;;;
"624,3512300,""TRANSMISSÃO DE ENERGIA ELÉTRICA""";;;;;;;;;
"1057,5813100,""EDIÇÃO DE REVISTAS""";;;;;;;;;
"1060,5822100,""EDIÇÃO INTEGRADA À IMPRESSÃO DE JORNAIS""";;;;;;;;;
"1064,5911102,""PRODUÇÃO DE FILMES PARA PUBLICIDADE""";;;;;;;;;
"1194,6203100,""DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃOCUSTOMIZÁVEIS""";;;;;;;;;
"119,2422902,""PRODUÇÃO DE LAMINADOS PLANOS DE AÇOS ESPECIAIS""";;;;;;;;;
"430,220999,""COLETA DE PRODUTOS NÃOMADEIREIROS NÃO ESPECIFICADOS ANTERIORMENTE EM FLORESTAS NATIVAS""";;;;;;;;;
"436,312401,""PESCA DE PEIXES EM ÁGUA DOCE""";;;;;;;;;
"685,500302,""BENEFICIAMENTO DE CARVÃO MINERAL""";;;;;;;;;
"688,600003,""EXTRAÇÃO E BENEFICIAMENTO DE AREIAS BETUMINOSAS""";;;;;;;;;
"291,2521700,""FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS PARA AQUECIMENTO CENTRAL""";;;;;;;;;
"184,9603305,""SERVIÇOS DE SOMATOCONSERVAÇÃO""";;;;;;;;;
"1317,9609206,""SERVICOS DE TATUAGEM E COLOCACAO DE PIERCING""";;;;;;;;;
"370,4299599,""OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE""";;;;;;;;;
"374,4313400,""OBRAS DE TERRAPLENAGEM""";;;;;;;;;
